BL8 4HF,"375 Holcombe Road, Greenmount, Bury, Greater Manchester",-1
BL8 4HB,"415 Holcombe Road, Greenmount, Bury, Greater Manchester",-1
BL8 4HF,"373 Holcombe Road, Greenmount, Bury, Greater Manchester",-1
BL8 4HF,"397 Holcombe Road, Greenmount, Bury, Greater Manchester",4 
BL8 4HN,"8 Greenmount Close, Greenmount, Bury, Greater Manchester",-1
BL8 4HN,"5 Greenmount Close, Greenmount, Bury, Greater Manchester",-1
BL8 4HF,"397b Holcombe Road, Greenmount, Bury, Greater Manchester",-1
BL8 4HX,"Underhill, Redisher Lane, Hawkshaw, Bury, Greater Manchester",-1
BL8 4HG,"12 Tor Avenue, Greenmount, Bury, Greater Manchester",-1
BL8 4HX,"Redbrook, Redisher Lane, Hawkshaw, Bury, Greater Manchester",-1
BL8 4HE,"5 Whitebirk Close, Greenmount, Bury, Greater Manchester",-1
BL8 4HN,"7 Greenmount Close, Greenmount, Bury, Greater Manchester",-1
BL8 4HF,"403 Holcombe Road, Greenmount, Bury, Greater Manchester",-1
BL8 4HA,"10 Greenmount Drive, Greenmount, Bury, Greater Manchester",-1
BL8 4HB,"478 Holcombe Road, Greenmount, Bury, Greater Manchester",-1
BL8 4HL,"20 Leigh Close, Tottington, Bury, Greater Manchester",-1
BL8 4HN,"4 Greenmount Close, Greenmount, Bury, Greater Manchester",-1
BL8 4HA,"30 Greenmount Drive, Greenmount, Bury, Greater Manchester",-1
BL8 4HN,"2 Greenmount Close, Greenmount, Bury, Greater Manchester",-1
BL8 4HB,"480 Holcombe Road, Greenmount, Bury, Greater Manchester",-1
BL8 4HN,"3 Greenmount Close, Greenmount, Bury, Greater Manchester",-1
BL8 4HE,"3 Whitebirk Close, Greenmount, Bury, Greater Manchester",-1
BL8 4JF,"Bleaklow Hall, Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JW,"4, Crown Mews, Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JR,"378 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JA,"100 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JA,"86 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JL,"241 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JA,"118 Bolton Road, Hawkshaw, Bury, Greater Manchester",4 
BL8 4JL,"239 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JR,"271 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JT,"5 Lower Fold, Hawkshaw, Bury, Blackburn With Darwen",2 
BL8 4JY,"4 Quarlton Drive, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JL,"227 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JZ,"7 Hawkshaw Lane, Hawkshaw, Bury, Greater Manchester",4 
BL8 4JQ,"4 Stanmere Court, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JL,"336 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JR,"Bank House, Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JN,"288 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JA,"70 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JR,"269 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JA,"144 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JN,"280 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JA,"74 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JL,"322 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JL,"219 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JP,"11 Mandeville Terrace, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JN,"278 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JY,"8 Quarlton Drive, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JR,"263 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JR,"390 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JE,"Croichley Grange Cottage, Croichley Fold, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JA,"72 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JN,"264 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JL,"249 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JN,"282 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JL,"247 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JW,"2 Crown Mews, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JB,"1 Old Oak Cottages, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JN,"284 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JR,"380 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JY,"31 Quarlton Drive, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JN,"266 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JY,"7 Quarlton Drive, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JN,"286 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JR,"265 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JN,"272 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JY,"9 Quarlton Drive, Hawkshaw, Bury, Greater Manchester",4 
BL8 4JN,"276 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JY,"1 Quarlton Drive, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JL,"334 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JP,"5 Mandeville Terrace, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JL,"328 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JR,"267 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JF,"190 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JZ,"6 Hawkshaw Lane, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JL,"362 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JA,"64 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JY,"19 Quarlton Drive, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JS,"16 Ramsbottom Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JL,"235 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JR,"368 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JN,"274 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JL,"364 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JW,"8, Crown Mews, Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JY,"19a Quarlton Drive, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JE,"1 - 3 Croichley Fold, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JQ,"6 Stanmere Court, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JF,"238 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JW,"4 Crown Mews, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JF,"192 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JA,"106 Bolton Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JS,"48 Ramsbottom Road, Hawkshaw, Bury, Greater Manchester",5 
BL8 4JR,"382 Bolton Road, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JN,"292 - 294 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JR,"388 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JR,"384 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JA,"84 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JY,"25 Quarlton Drive, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JP,"13 Mandeville Terrace, Hawkshaw, Bury, Greater Manchester",3 
BL8 4JS,"20 Ramsbottom Road, Hawkshaw, Bury, Greater Manchester",2 
BL8 4JL,"237 Bolton Road, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JY,"12 Quarlton Drive, Hawkshaw, Bury, Greater Manchester",-1
BL8 4JA,"76 Bolton Road, Hawkshaw, Bury, Greater Manchester",4 
BL8 4JN,"Stonehaven, Bolton Road, Hawkshaw, Bury, Greater Manchester",5 
BL8 4LA,"Top Oth Brow, 5 Two Brooks Lane, Hawkshaw, Bury, Greater Manchester",-1
BL8 4LU,"2 Springside View, Bury, Greater Manchester",4 
BL8 4LP,"5, Ivy Cottages, Kirklees, Tottington, Bury, Greater Manchester",-1
BL8 4LB,"Finny Cote Cottage, Hawkshaw Lane, Hawkshaw, Bury, Greater Manchester",-1
BL8 4LJ,"7 Troutbeck Close, Hawkshaw, Bury, Greater Manchester",5 
BL8 4LU,"The Barn, Banks Farm, Springside View, Bury, Greater Manchester",-1
BL8 4LE,"4 Greenside Close, Hawkshaw, Bury, Greater Manchester",3 
BL8 4LA,"2 Two Brooks Lane, Hawkshaw, Bury, Greater Manchester",-1
BL8 4LF,"10 Moor Way, Hawkshaw, Bury, Greater Manchester",-1
BL8 4LU,"11 Springside View, Bury, Greater Manchester",4 
BL8 4LY,"Plant Farm, Cross Lane, Holcombe, Bury, Greater Manchester",-1
BL8 4LQ,"6 Tonge Fold, Hawkshaw, Bury, Greater Manchester",-1
BL8 4LE,"7 Greenside Close, Hawkshaw, Bury, Greater Manchester",1 
BL8 4LF,"30 Moor Way, Hawkshaw, Bury, Greater Manchester",-1
BL8 4LJ,"4 Troutbeck Close, Hawkshaw, Bury, Greater Manchester",3 
BL8 4LU,"38 Springside View, Bury, Greater Manchester",4 
BL8 4LD,"Melrose, Hawkshaw Lane, Hawkshaw, Bury, Greater Manchester",-1
BL8 4LE,"1 Greenside Close, Hawkshaw, Bury, Greater Manchester",-1
BL8 4LN,"3, Springside Cottages, Springside View, Bury, Greater Manchester",-1
